               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 476,            0.010121,            0.025289,           0.0042008,              0.6825,             0.72621,             0.65627,             0.63266,            0.007529,            0.017001,           0.0038726,           0.0010554,           0.0010554,           0.0010554
                 477,            0.010847,            0.026631,           0.0046019,             0.68482,             0.72605,              0.6575,              0.6334,           0.0074981,            0.017016,           0.0038694,           0.0010511,           0.0010511,           0.0010511
                 478,            0.010211,            0.026766,           0.0034085,             0.68364,             0.72621,             0.65765,             0.63085,           0.0075104,             0.01703,           0.0038651,           0.0010469,           0.0010469,           0.0010469
                 479,           0.0099525,            0.026952,           0.0042064,             0.68342,             0.72621,             0.65451,              0.6298,           0.0075246,            0.017042,           0.0038621,           0.0010429,           0.0010429,           0.0010429
                 480,            0.010857,            0.024204,           0.0045091,             0.68245,             0.72615,             0.65507,             0.63002,            0.007537,            0.017112,           0.0038678,           0.0010391,           0.0010391,           0.0010391
                 481,           0.0097656,            0.026516,           0.0030199,             0.68323,             0.72621,             0.65444,             0.62814,           0.0076961,            0.017193,           0.0038708,           0.0010355,           0.0010355,           0.0010355
                 482,            0.010667,            0.023007,           0.0029067,             0.68415,             0.72618,             0.65411,             0.62858,           0.0076202,            0.017238,            0.003873,            0.001032,            0.001032,            0.001032
                 483,            0.010058,            0.025935,           0.0036126,             0.68364,             0.72603,             0.65344,             0.62662,           0.0077516,            0.017255,           0.0038758,           0.0010287,           0.0010287,           0.0010287
                 484,            0.010088,            0.028812,           0.0037688,             0.68283,             0.72621,             0.65635,             0.63062,           0.0077016,            0.017224,           0.0038727,           0.0010256,           0.0010256,           0.0010256
                 485,            0.011584,            0.032192,           0.0043827,             0.68179,             0.72621,              0.6533,              0.6267,           0.0077507,            0.017169,           0.0038693,           0.0010227,           0.0010227,           0.0010227
                 486,            0.011014,            0.027638,           0.0043041,             0.68259,             0.72558,             0.65543,             0.62986,           0.0076776,            0.017135,           0.0038668,             0.00102,             0.00102,             0.00102
                 487,            0.010193,            0.024734,           0.0030039,             0.68373,             0.72409,             0.65328,             0.62508,           0.0076294,            0.017129,           0.0038679,           0.0010174,           0.0010174,           0.0010174
                 488,             0.01139,               0.029,           0.0038349,             0.68361,              0.7262,             0.65452,             0.62776,           0.0076174,            0.017096,           0.0038679,            0.001015,            0.001015,            0.001015
                 489,            0.010192,            0.026807,           0.0032016,             0.68195,             0.72621,             0.65235,             0.62399,           0.0075459,            0.017055,           0.0038662,           0.0010128,           0.0010128,           0.0010128
                 490,           0.0099916,            0.027427,           0.0039125,              0.6818,             0.72621,             0.65316,             0.62567,           0.0073956,            0.017033,           0.0038637,           0.0010107,           0.0010107,           0.0010107
                 491,           0.0099143,            0.025273,           0.0032949,             0.68283,             0.72484,             0.65348,             0.62456,           0.0074407,            0.017008,           0.0038563,           0.0010089,           0.0010089,           0.0010089
                 492,           0.0099127,            0.023781,           0.0037334,             0.68293,             0.72431,             0.65568,             0.62587,            0.007444,            0.017003,           0.0038508,           0.0010072,           0.0010072,           0.0010072
                 493,            0.010362,             0.02799,           0.0035625,               0.682,             0.72621,             0.65564,             0.62693,           0.0074974,            0.016999,            0.003847,           0.0010057,           0.0010057,           0.0010057
                 494,            0.010499,            0.028076,           0.0034938,             0.68355,             0.72621,             0.65416,             0.62441,           0.0075553,            0.016998,           0.0038443,           0.0010044,           0.0010044,           0.0010044
                 495,           0.0096159,            0.025032,           0.0037788,             0.68351,             0.72621,             0.65392,             0.62737,           0.0077185,            0.017024,           0.0038415,           0.0010032,           0.0010032,           0.0010032
                 496,            0.010486,              0.0256,           0.0035752,              0.6837,             0.72621,             0.65441,             0.62974,           0.0076055,            0.017079,           0.0038411,           0.0010022,           0.0010022,           0.0010022
                 497,            0.011134,            0.025865,           0.0050902,             0.68386,             0.72621,             0.65399,             0.62786,           0.0076586,            0.017048,           0.0038409,           0.0010014,           0.0010014,           0.0010014
                 498,            0.010629,            0.032638,           0.0056751,             0.68554,             0.72579,             0.65662,             0.62849,           0.0074764,            0.016992,           0.0038338,           0.0010008,           0.0010008,           0.0010008
                 499,           0.0098637,            0.024757,           0.0038274,             0.68387,             0.72365,             0.65338,             0.62954,           0.0073018,            0.016984,           0.0038237,           0.0010004,           0.0010004,           0.0010004
